id,title_mixxx,artist_mixxx,album_mixxx,album_artist_mixxx,genre_mixxx,grouping_mixxx,composer_mixxx,bpm_mixxx,key_mixxx,duration_mixxx,comment,rating_mixxx,coverart_location,color,title_notion,Mood,album_artist_notion,grouping_notion,rating_notion,bpm_notion,key_notion,duration_notion,genre_notion,composer_notion,album_notion,artist_notion,filename,Cover Art Filename,Groove,Rhythm Density,Phrase Length,Percussive Shape,Energy Level
2429,Tape from the Other Side,StudioRich,Stranger Vibes,,Lofi,Strange Vibes,,76.0,B,87.519979166,Generated by Trackstar,0,,,Tape from the Other Side,"Cinematic, Dreamy, Haunting, Hopeful, Intimate, Melancholy",Stranger Vibes Poster,Primer,5.0,76.0,B,87.519979166,Lo-fi,,Stranger Vibes,StudioRich,Tape_from_the_Other_Side.flac,Tape_from_the_Other_Side.jpg,,,,,
3059,Tape from the Other Side,StudioRich,Stranger Vibes,,Lofi,Strange Vibes,,76.0,B,87.52000000000001,Generated by Trackstar,0,,,Tape from the Other Side,"Cinematic, Dreamy, Haunting, Hopeful, Intimate, Melancholy",Stranger Vibes Poster,Primer,5.0,76.0,B,87.519979166,Lo-fi,,Stranger Vibes,StudioRich,Tape_from_the_Other_Side.flac,Tape_from_the_Other_Side.jpg,,,,,
2467,Blue Hoodie,StudioRich,Stranger Vibes,,Lofi,,,79.25,B♭,122.439979166,Generated by Trackstar,0,,,Blue Hoodie,"Dark, Gritty, Haunting, Lonely, Melancholy",Max,Withdrawal,5.0,79.25,Bb,122.439979166,Lo-fi,,Stranger Vibes,StudioRich,Blue_Hoodie.flac,Blue_Hoodie.jpg,,,,,
2688,Blue Hoodie,StudioRich,Stranger Vibes,,Lofi,,,79.25,B♭,122.44000000000001,Generated by Trackstar,0,,,Blue Hoodie,"Dark, Gritty, Haunting, Lonely, Melancholy",Max,Withdrawal,5.0,79.25,Bb,122.439979166,Lo-fi,,Stranger Vibes,StudioRich,Blue_Hoodie.flac,Blue_Hoodie.jpg,,,,,
2468,Blue Hoodie (A-Side),StudioRich,Stranger Vibes,,Lofi,,,71.75,D♭,153.879979166,Generated by Trackstar,5,,,Blue Hoodie (A-Side),"Chill, Dreamy, Haunting, Intimate",Max,Withdrawal,5.0,71.75,Db,153.879979166,Lo-fi,,Stranger Vibes,StudioRich,Blue_Hoodie_--A-Side--.flac,Blue_Hoodie_--A-Side--.jpg,,,,,
2687,Blue Hoodie (A-Side),StudioRich,Stranger Vibes,,Lofi,,,71.75,D♭,153.88,Generated by Trackstar,0,,,Blue Hoodie (A-Side),"Chill, Dreamy, Haunting, Intimate",Max,Withdrawal,5.0,71.75,Db,153.879979166,Lo-fi,,Stranger Vibes,StudioRich,Blue_Hoodie_--A-Side--.flac,Blue_Hoodie_--A-Side--.jpg,,,,,
2469,Blur Escape,StudioRich,Stranger Vibes,,Lofi,,,92.0446829962239,B♭,159.999979166,Generated by Trackstar,0,,,Blur Escape,"Dark, Dreamy, Gritty, Intimate, Lonely",Max,Flight,5.0,92.044682996224,Bb,159.999979166,Lo-fi,,Stranger Vibes,StudioRich,Blur_Escape.flac,Blur_Escape.jpg,,,,,
2690,Blur Escape,StudioRich,Stranger Vibes,,Lofi,,,92.0447,B♭,160.0,Generated by Trackstar,0,,,Blur Escape,"Dark, Dreamy, Gritty, Intimate, Lonely",Max,Flight,5.0,92.044682996224,Bb,159.999979166,Lo-fi,,Stranger Vibes,StudioRich,Blur_Escape.flac,Blur_Escape.jpg,,,,,
2470,Blur Escape (A-Side),StudioRich,Stranger Vibes,,Lofi,,,120.0,A♭,143.91997916600002,Generated by Trackstar,0,,,Blur Escape (A-Side),"Dark, Gritty, Haunting, Playful, Tense",Max,Flight,5.0,120.0,Ab,143.919979166,Lo-fi,,Stranger Vibes,StudioRich,Blur_Escape_--A-Side--.flac,Blur_Escape_--A-Side--.jpg,,,,,
2689,Blur Escape (A-Side),StudioRich,Stranger Vibes,,Lofi,,,120.0,A♭,143.92000000000002,Generated by Trackstar,0,,,Blur Escape (A-Side),"Dark, Gritty, Haunting, Playful, Tense",Max,Flight,5.0,120.0,Ab,143.919979166,Lo-fi,,Stranger Vibes,StudioRich,Blur_Escape_--A-Side--.flac,Blur_Escape_--A-Side--.jpg,,,,,
2471,Brotherhood Beat  (A-Side),StudioRich,Stranger Vibes,,Lofi,,,93.0,D♭,123.79997916600001,Generated by Trackstar,0,,,Brotherhood Beat  (A-Side),"Chill, Dreamy, Intimate, Lonely",Lucas,Legacy,5.0,93.0,Db,123.799979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--A-Side--.flac,Brotherhood_Beat_--A-Side--.jpg,,,,,
2700,Brotherhood Beat  (A-Side),StudioRich,Stranger Vibes,,Lofi,,,93.0,D♭,123.80000000000001,Generated by Trackstar,0,,,Brotherhood Beat  (A-Side),"Chill, Dreamy, Intimate, Lonely",Lucas,Legacy,5.0,93.0,Db,123.799979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--A-Side--.flac,Brotherhood_Beat_--A-Side--.jpg,,,,,
3120,Brotherhood Beat  (A-Side),StudioRich,Stranger Vibes,,Lofi,,,93.0,D♭,123.80000000000001,Generated by Trackstar,0,,,Brotherhood Beat  (A-Side),"Chill, Dreamy, Intimate, Lonely",Lucas,Legacy,5.0,93.0,Db,123.799979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--A-Side--.flac,Brotherhood_Beat_--A-Side--.jpg,,,,,
2472,Brotherhood Beat  (B-Side),StudioRich,Stranger Vibes,,Lofi,,,86.0,D♭,102.079979166,Generated by Trackstar,0,,,Brotherhood Beat  (B-Side),"Chill, Comforting, Dreamy, Hopeful, Lonely",Lucas,Legacy,5.0,86.0,Db,102.079979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--B-Side--.flac,Brotherhood_Beat_--B-Side--.jpg,,,,,
2701,Brotherhood Beat  (B-Side),StudioRich,Stranger Vibes,,Lofi,,,86.0,D♭,102.08000000000001,Generated by Trackstar,0,,,Brotherhood Beat  (B-Side),"Chill, Comforting, Dreamy, Hopeful, Lonely",Lucas,Legacy,5.0,86.0,Db,102.079979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--B-Side--.flac,Brotherhood_Beat_--B-Side--.jpg,,,,,
3121,Brotherhood Beat  (B-Side),StudioRich,Stranger Vibes,,Lofi,,,86.0,D♭,102.08000000000001,Generated by Trackstar,0,,,Brotherhood Beat  (B-Side),"Chill, Comforting, Dreamy, Hopeful, Lonely",Lucas,Legacy,5.0,86.0,Db,102.079979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--B-Side--.flac,Brotherhood_Beat_--B-Side--.jpg,,,,,
2473,Brotherhood Beat (C-Side),StudioRich,Stranger Vibes,,Lofi,,,81.0,B,136.959979166,Generated by Trackstar,0,,,Brotherhood Beat (C-Side),"Cinematic, Dreamy, Intimate, Lonely",Lucas,Legacy,5.0,81.0,B,136.959979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--C-Side--.flac,Brotherhood_Beat_--C-Side--.jpg,,,,,
2702,Brotherhood Beat (C-Side),StudioRich,Stranger Vibes,,Lofi,,,81.0,B,136.96,Generated by Trackstar,0,,,Brotherhood Beat (C-Side),"Cinematic, Dreamy, Intimate, Lonely",Lucas,Legacy,5.0,81.0,B,136.959979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--C-Side--.flac,Brotherhood_Beat_--C-Side--.jpg,,,,,
2474,Brotherhood Beat (D-Side),StudioRich,Stranger Vibes,,Lofi,,,84.0,D,138.959979166,Generated by Trackstar,5,,,Brotherhood Beat (D-Side),"Cinematic, Comforting, Dreamy, Intimate, Melancholy",Lucas,Legacy,5.0,84.0,D,138.959979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--D-Side--.flac,Brotherhood_Beat_--D-Side--.jpg,,,,,
2703,Brotherhood Beat (D-Side),StudioRich,Stranger Vibes,,Lofi,,,84.0,D,138.96,Generated by Trackstar,0,,,Brotherhood Beat (D-Side),"Cinematic, Comforting, Dreamy, Intimate, Melancholy",Lucas,Legacy,5.0,84.0,D,138.959979166,Lo-fi,,Stranger Vibes,StudioRich,Brotherhood_Beat_--D-Side--.flac,Brotherhood_Beat_--D-Side--.jpg,,,,,
2475,California Sunspot,StudioRich,Stranger Vibes,,Lofi,,,138.0,E♭,112.999979166,Generated by Trackstar,0,,,California Sunspot,"Chill, Cinematic, Dark, Dreamy, Gritty, Hopeful, Intimate",Max,Echo,5.0,138.0,Eb,112.999979166,Lo-fi,,Stranger Vibes,StudioRich,California_Sunspot.flac,California_Sunspot.jpg,,,,,
2705,California Sunspot,StudioRich,Stranger Vibes,,Lofi,,,138.0,E♭,112.999979166,Generated by Trackstar,0,,,California Sunspot,"Chill, Cinematic, Dark, Dreamy, Gritty, Hopeful, Intimate",Max,Echo,5.0,138.0,Eb,112.999979166,Lo-fi,,Stranger Vibes,StudioRich,California_Sunspot.flac,California_Sunspot.jpg,,,,,
2476,California Sunspot (A-Side),StudioRich,Stranger Vibes,,Lofi,,,94.0,B♭,147.47997916600002,Generated by Trackstar,0,,,California Sunspot (A-Side),"Cinematic, Dreamy, Gritty, Hopeful, Melancholy, Tense",Max,Echo,5.0,94.0,Bb,147.479979166,Lo-fi,,Stranger Vibes,StudioRich,California_Sunspot_--A-Side--.flac,California_Sunspot_--A-Side--.jpg,,,,,
2704,California Sunspot (A-Side),StudioRich,Stranger Vibes,,Lofi,,,94.0,B♭,147.48000000000002,Generated by Trackstar,0,,,California Sunspot (A-Side),"Cinematic, Dreamy, Gritty, Hopeful, Melancholy, Tense",Max,Echo,5.0,94.0,Bb,147.479979166,Lo-fi,,Stranger Vibes,StudioRich,California_Sunspot_--A-Side--.flac,California_Sunspot_--A-Side--.jpg,,,,,
2477,Cassette Gravity,StudioRich,Stranger Vibes,,Lofi,,,118.16666666666666,D♯m/E♭m,146.119979166,Generated by Trackstar,0,,,Cassette Gravity,"Cinematic, Dark, Haunting, Tense",Max,Weight,5.0,118.166666666667,Ebm,146.119979166,Lo-fi,,Stranger Vibes,StudioRich,Cassette_Gravity.flac,Cassette_Gravity.jpg,,,,,
2708,Cassette Gravity,StudioRich,Stranger Vibes,,Lofi,,,118.167,D♯m/E♭m,146.12,Generated by Trackstar,0,,,Cassette Gravity,"Cinematic, Dark, Haunting, Tense",Max,Weight,5.0,118.166666666667,Ebm,146.119979166,Lo-fi,,Stranger Vibes,StudioRich,Cassette_Gravity.flac,Cassette_Gravity.jpg,,,,,
2478,Cassette Gravity (A-Side),StudioRich,Stranger Vibes,,Lofi,,,156.08333333333331,B,147.679979166,Generated by Trackstar,0,,,Cassette Gravity (A-Side),"Agrressive, Chill, Melancholy, Tense",Max,Weight,5.0,156.08333333,B,147.679979166,Lo-fi,,Stranger Vibes,StudioRich,Cassette_Gravity_--A-Side--.flac,Cassette_Gravity_--A-Side--.jpg,,,,,
2707,Cassette Gravity (A-Side),StudioRich,Stranger Vibes,,Lofi,,,156.083,B,147.68,Generated by Trackstar,0,,,Cassette Gravity (A-Side),"Agrressive, Chill, Melancholy, Tense",Max,Weight,5.0,156.08333333,B,147.679979166,Lo-fi,,Stranger Vibes,StudioRich,Cassette_Gravity_--A-Side--.flac,Cassette_Gravity_--A-Side--.jpg,,,,,
2479,Cherry Sparkles,StudioRich,Stranger Vibes,,Lofi,,,80.0,C,119.999979166,Generated by Trackstar,0,,,Cherry Sparkles,"Cinematic, Dreamy, Weightless",Max,,0.0,0.0,,0.0,,,,,Cherry_Sparkles.flac,Cherry_Sparkles.jpg,,,,,
2710,Cherry Sparkles,StudioRich,Stranger Vibes,,Lofi,,,80.0,C,120.00000000000001,Generated by Trackstar,0,,,Cherry Sparkles,"Cinematic, Dreamy, Weightless",Max,,0.0,0.0,,0.0,,,,,Cherry_Sparkles.flac,Cherry_Sparkles.jpg,,,,,
2480,Driveway Fadeout,StudioRich,Stranger Vibes,,Lofi,,,71.83333333333333,D♭,97.439979166,Generated by Trackstar,0,,,Driveway Fadeout,"Dreamy, Intimate, Nostalgic",Max,Echo,5.0,71.833333333333,Db,97.439979166,Lo-fi,,Stranger Vibes,StudioRich,Driveway_Fadeout.flac,Driveway_Fadeout.jpg,,,,,
2740,Driveway Fadeout,StudioRich,Stranger Vibes,,Lofi,,,71.8333,D♭,97.44000000000001,Generated by Trackstar,0,,,Driveway Fadeout,"Dreamy, Intimate, Nostalgic",Max,Echo,5.0,71.833333333333,Db,97.439979166,Lo-fi,,Stranger Vibes,StudioRich,Driveway_Fadeout.flac,Driveway_Fadeout.jpg,,,,,
2481,Driveway Fadeout (A-Side),StudioRich,Stranger Vibes,,Lofi,,,82.75,B♭,92.919979166,Generated by Trackstar,0,,,Driveway Fadeout (A-Side),"Agrressive, Cinematic, Dark, Energetic, Gritty",Max,Echo,5.0,82.75,Bb,92.919979166,Lo-fi,,Stranger Vibes,StudioRich,Driveway_Fadeout_--A-Side--.flac,Driveway_Fadeout_--A-Side--.jpg,,,,,
2739,Driveway Fadeout (A-Side),StudioRich,Stranger Vibes,,Lofi,,,82.75,B♭,92.92,Generated by Trackstar,0,,,Driveway Fadeout (A-Side),"Agrressive, Cinematic, Dark, Energetic, Gritty",Max,Echo,5.0,82.75,Bb,92.919979166,Lo-fi,,Stranger Vibes,StudioRich,Driveway_Fadeout_--A-Side--.flac,Driveway_Fadeout_--A-Side--.jpg,,,,,
2482,Echoes_of_Nostalgia,,,,,,,0.0,,240.00000000000003,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2483,Echoes_of_Time,,,,,,,0.0,,202.24,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2484,Eleven_b,,,,,,,0.0,,125.48,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2485,Eleven_c,,,,,,,0.0,,138.48000000000002,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2486,Eleven_d,,,,,,,0.0,,133.68,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2487,Eleven_e,,,,,,,0.0,,90.92,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2488,Eleven_g,,,,,,,0.0,,144.28,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2489,Eleven_h,,,,,,,0.0,,144.16,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2490,Eleven_i,,,,,,,0.0,,122.72000000000001,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2491,Eleven_k,,,,,,,0.0,,138.52,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2492,Eleven_l,,,,,,,0.0,,182.44,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2493,Eleven_m,,,,,,,0.0,,164.52,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2494,Eleven_n,,,,,,,0.0,,153.8,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2495,Eleven_p_GDmCpGgLRJsOiil3,,,,,,,0.0,,98.4,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2496,Eleven_q,,,,,,,0.0,,100.2,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2497,Eleven_s,,,,,,,0.0,,129.96,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2498,Eleven_t,,,,,,,0.0,,213.0,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2499,Eleven_t_WkaVq7KhrMVNftbD,,,,,,,0.0,,192.16000000000003,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2500,Eleven_u,,,,,,,0.0,,180.20000000000002,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2501,Eleven_y_dQDmwFEoKfEPN7jt,,,,,,,0.0,,213.0,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2502,Empty Hall Echo,StudioRich,Stranger Vibes,,Lofi,,,84.41666666666666,F♯/G♭,106.03997916600001,Generated by Trackstar,0,,,Empty Hall Echo,"Cinematic, Dreamy, Energetic, Hopeful, Nostalgic",Max,Echo,5.0,84.416666666667,F#,106.039979166,Lo-fi,,Stranger Vibes,StudioRich,Empty_Hall_Echo.flac,Empty_Hall_Echo.jpg,,,,,
2758,Empty Hall Echo,StudioRich,Stranger Vibes,,Lofi,,,84.4167,F♯/G♭,106.04,Generated by Trackstar,0,,,Empty Hall Echo,"Cinematic, Dreamy, Energetic, Hopeful, Nostalgic",Max,Echo,5.0,84.416666666667,F#,106.039979166,Lo-fi,,Stranger Vibes,StudioRich,Empty_Hall_Echo.flac,Empty_Hall_Echo.jpg,,,,,
2503,Empty Hall Echo (A-Side),StudioRich,Stranger Vibes,,Lofi,,,112.66666666666666,G♯m,98.799979166,Generated by Trackstar,0,,,Empty Hall Echo (A-Side),"Cinematic, Intimate, Melancholy, Nostalgic, Tense",Max,Echo,5.0,112.66666667,G#m,98.799979166,Lo-fi,,Stranger Vibes,StudioRich,Empty_Hall_Echo_--A-Side--.flac,Empty_Hall_Echo_--A-Side--.jpg,,,,,
2757,Empty Hall Echo (A-Side),StudioRich,Stranger Vibes,,Lofi,,,112.667,G♯m,98.80000000000001,Generated by Trackstar,0,,,Empty Hall Echo (A-Side),"Cinematic, Intimate, Melancholy, Nostalgic, Tense",Max,Echo,5.0,112.66666667,G#m,98.799979166,Lo-fi,,Stranger Vibes,StudioRich,Empty_Hall_Echo_--A-Side--.flac,Empty_Hall_Echo_--A-Side--.jpg,,,,,
2504,Fade Out Glow (A-Side),StudioRich,Stranger Vibes,,Lofi,,,85.0,D♭,110.079979166,Generated by Trackstar,0,,,Fade Out Glow (A-Side),"Chill, Comforting, Dreamy, Intimate, Nostalgic",Lucas,Legacy,5.0,85.0,Db,110.079979166,Lo-fi,,Stranger Vibes,StudioRich,Fade_Out_Glow_--A-Side--.flac,Fade_Out_Glow_--A-Side--.jpg,,,,,
2764,Fade Out Glow (A-Side),StudioRich,Stranger Vibes,,Lofi,,,85.0,D♭,110.08000000000001,Generated by Trackstar,0,,,Fade Out Glow (A-Side),"Chill, Comforting, Dreamy, Intimate, Nostalgic",Lucas,Legacy,5.0,85.0,Db,110.079979166,Lo-fi,,Stranger Vibes,StudioRich,Fade_Out_Glow_--A-Side--.flac,Fade_Out_Glow_--A-Side--.jpg,,,,,
2505,Fade Out Glow (B-Side),StudioRich,Stranger Vibes,,Lofi,,,81.0,Bm,119.359979166,Generated by Trackstar,0,,,Fade Out Glow (B-Side),"Chill, Gritty, Melancholy, Tense",Lucas,Legacy,5.0,81.0,Bm,119.359979166,Lo-fi,,Stranger Vibes,StudioRich,Fade_Out_Glow_--B-Side--.flac,Fade_Out_Glow_--B-Side--.jpg,,,,,
2765,Fade Out Glow (B-Side),StudioRich,Stranger Vibes,,Lofi,,,81.0,Bm,119.36000000000001,Generated by Trackstar,0,,,Fade Out Glow (B-Side),"Chill, Gritty, Melancholy, Tense",Lucas,Legacy,5.0,81.0,Bm,119.359979166,Lo-fi,,Stranger Vibes,StudioRich,Fade_Out_Glow_--B-Side--.flac,Fade_Out_Glow_--B-Side--.jpg,,,,,
2506,Fade Out Glow (C-Side),StudioRich,Stranger Vibes,,Lofi,,,80.0,Db,149.999979166,Generated by Trackstar,0,,,Fade Out Glow (C-Side),"Chill, Dreamy, Intimate, Nostalgic, Weightless",Lucas,Legacy,5.0,80.0,Db,149.999979166,Lo-fi,,Stranger Vibes,StudioRich,Fade_Out_Glow_--C-Side--.flac,Fade_Out_Glow_--C-Side--.jpg,,,,,
2766,Fade Out Glow (C-Side),StudioRich,Stranger Vibes,,Lofi,,,80.0,Db,150.0,Generated by Trackstar,0,,,Fade Out Glow (C-Side),"Chill, Dreamy, Intimate, Nostalgic, Weightless",Lucas,Legacy,5.0,80.0,Db,149.999979166,Lo-fi,,Stranger Vibes,StudioRich,Fade_Out_Glow_--C-Side--.flac,Fade_Out_Glow_--C-Side--.jpg,,,,,
2507,Fade Out Glow (D-Side),StudioRich,Stranger Vibes,,Lofi,,,81.0,Db,145.879979166,Generated by Trackstar,0,,,Fade Out Glow (D-Side),"Chill, Gritty, Intimate, Nostalgic",Lucas,Legacy,5.0,81.0,Db,145.879979166,Lo-fi,,Stranger Vibes,StudioRich,Fade_Out_Glow_--D-Side--.flac,Fade_Out_Glow_--D-Side--.jpg,,,,,
2767,Fade Out Glow (D-Side),StudioRich,Stranger Vibes,,Lofi,,,81.0,Db,145.88,Generated by Trackstar,0,,,Fade Out Glow (D-Side),"Chill, Gritty, Intimate, Nostalgic",Lucas,Legacy,5.0,81.0,Db,145.879979166,Lo-fi,,Stranger Vibes,StudioRich,Fade_Out_Glow_--D-Side--.flac,Fade_Out_Glow_--D-Side--.jpg,,,,,
2508,"Final_Echo,_New_Hope",,,,,,,0.0,,142.68,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2509,Float Collapse,StudioRich,Stranger Vibes,,Lofi,,,83.0,Dm,113.75997916600001,Generated by Trackstar,0,,,Float Collapse,"Chill, Comforting, Dreamy, Haunting, Nostalgic",Max,Break,5.0,83.0,Dm,113.759979166,Lo-fi,,Stranger Vibes,StudioRich,Float_Collapse.flac,Float_Collapse.jpg,,,,,
2788,Float Collapse,StudioRich,Stranger Vibes,,Lofi,,,83.0,Dm,113.76,Generated by Trackstar,0,,,Float Collapse,"Chill, Comforting, Dreamy, Haunting, Nostalgic",Max,Break,5.0,83.0,Dm,113.759979166,Lo-fi,,Stranger Vibes,StudioRich,Float_Collapse.flac,Float_Collapse.jpg,,,,,
2510,Float Collapse (A-Side),StudioRich,Stranger Vibes,,Lofi,,,84.0,G♯m,114.279979166,Generated by Trackstar,0,,,Float Collapse (A-Side),"Chill, Dreamy, Gritty, Melancholy, Tense",Max,Break,5.0,84.0,G#m,114.279979166,Lo-fi,,Stranger Vibes,StudioRich,Float_Collapse_--A-Side--.flac,Float_Collapse_--A-Side--.jpg,,,,,
2787,Float Collapse (A-Side),StudioRich,Stranger Vibes,,Lofi,,,84.0,G♯m,114.28,Generated by Trackstar,0,,,Float Collapse (A-Side),"Chill, Dreamy, Gritty, Melancholy, Tense",Max,Break,5.0,84.0,G#m,114.279979166,Lo-fi,,Stranger Vibes,StudioRich,Float_Collapse_--A-Side--.flac,Float_Collapse_--A-Side--.jpg,,,,,
2511,Forest_Rhythms,,,,,,,0.0,,102.08000000000001,,0,Solo_Stand_--B-Side--.png,,,,,,,,,,,,,,,,,,,,
2512,Fourth Period Fog,StudioRich,Stranger Vibes,,Lofi,,,94.0,D♭,102.079979166,Generated by Trackstar,0,,,Fourth Period Fog,"Chill, Dreamy, Intimate, Nostalgic",Max,Weight,5.0,94.0,Db,102.079979166,Lo-fi,,Stranger Vibes,StudioRich,Fourth_Period_Fog.flac,Fourth_Period_Fog.jpg,,,,,
2798,Fourth Period Fog,StudioRich,Stranger Vibes,,Lofi,,,94.0,D♭,102.08000000000001,Generated by Trackstar,0,,,Fourth Period Fog,"Chill, Dreamy, Intimate, Nostalgic",Max,Weight,5.0,94.0,Db,102.079979166,Lo-fi,,Stranger Vibes,StudioRich,Fourth_Period_Fog.flac,Fourth_Period_Fog.jpg,,,,,
2513,Fourth Period Fog (A-Side),StudioRich,Stranger Vibes,,Lofi,,,124.16666666666666,F♯/G♭,145.839979166,Generated by Trackstar,0,,,Fourth Period Fog (A-Side),"Chill, Dreamy, Hopeful, Melancholy, Weightless",Max,Weight,5.0,124.16666667,F#,145.839979166,Lo-fi,,Stranger Vibes,StudioRich,Fourth_Period_Fog_--A-Side--.flac,Fourth_Period_Fog_--A-Side--.jpg,,,,,
2797,Fourth Period Fog (A-Side),StudioRich,Stranger Vibes,,Lofi,,,124.167,F♯/G♭,145.84,Generated by Trackstar,0,,,Fourth Period Fog (A-Side),"Chill, Dreamy, Hopeful, Melancholy, Weightless",Max,Weight,5.0,124.16666667,F#,145.839979166,Lo-fi,,Stranger Vibes,StudioRich,Fourth_Period_Fog_--A-Side--.flac,Fourth_Period_Fog_--A-Side--.jpg,,,,,
2514,Fracture Point Break (A-Side),StudioRich,Stranger Vibes,,Lofi,,,152.0,F♯/G♭,129.439979166,Generated by Trackstar,0,,,Fracture Point Break (A-Side),"Cinematic, Dreamy, Gritty, Tense",Max,Break,5.0,152.0,F#,129.439979166,Lo-fi,,Stranger Vibes,StudioRich,Fracture_Point_Break_--A-Side--.flac,Fracture_Point_Break_--A-Side--.jpg,,,,,
